channel_uuid,uuid,direction,created,created_epoch,name,state,cid_name,cid_num,ip_addr,dest,application,application_data,dialplan,context,read_codec,read_rate,read_bit_rate,write_codec,write_rate,write_bit_rate,secure,hostname,presence_id,presence_data,accountcode,callstate,callee_name,callee_num,callee_direction,call_uuid,sent_callee_name,sent_callee_num,initial_cid_name,initial_cid_num,initial_ip_addr,initial_dest,initial_dialplan,initial_context
9713b564-358f-4223-b5ae-3da897675cfd,f4b164aa-8793-4f88-8995-1b130105393e,inbound,2024-03-19 16:57:08,1710878228,sofia/fs_profile_internal/1796@fs-cwb.tjpr.jus.br:5061,CS_SOFT_EXECUTE,1796,1796,172.26.104.56,*8#,uuid_bridge,411dbd98-cbb5-41e2-8c7c-d50c74e62a62,XML,fs-cwb.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,1796@fs-cwb.tjpr.jus.br,,fs-cwb.tjpr.jus.br,ACTIVE,31988090667,31988090667,SEND,f4b164aa-8793-4f88-8995-1b130105393e,31988090667,31988090667,1796,1796,172.26.104.56,*8#,XML,fs-cwb.tjpr.jus.br
b867bff1-b472-431e-9f27-69fb6e04c388,9986125a-626d-4a4f-b455-cb9df6eb89ca,inbound,2024-03-19 16:58:45,1710878325,sofia/fs_profile_internal/6212@fs-lcr44.tjpr.jus.br:5061,CS_PARK,6214,6214,172.18.229.20,6215,uuid_bridge,678d0409-8a19-47d3-88d9-65f09def63b0,XML,fs-lcr44.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,6212@fs-lcr44.tjpr.jus.br,,fs-lcr44.tjpr.jus.br,ACTIVE,6212,6212,SEND,9986125a-626d-4a4f-b455-cb9df6eb89ca,6214,6214,6212,6212,172.18.229.20,6215,XML,fs-lcr44.tjpr.jus.br
bf0cd207-45dc-40a0-83a2-c4ed71f0aae9,5ff2c460-f78f-429e-9646-39df13e4b165,inbound,2024-03-19 18:02:59,1710882179,sofia/fs_profile_internal/7371@fs-cwb.tjpr.jus.br,CS_EXECUTE,DRA. FERNANDA,7371,172.22.17.21,4000,bridge,sofia/gateway/d789758f-25f4-4d1e-a571-a8a65215e1b0/4000,XML,fs-cwb.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,7371@fs-cwb.tjpr.jus.br,,,ACTIVE,,,,5ff2c460-f78f-429e-9646-39df13e4b165,,,DRA. FERNANDA,7371,172.22.17.21,032004000,XML,fs-cwb.tjpr.jus.br
24e40576-6ad2-4c68-ad43-64d6f325af71,5f9792cf-ce65-4839-abb0-09edc3806d37,outbound,2024-03-19 18:02:59,1710882179,sofia/fs_profile_external/4000,CS_EXCHANGE_MEDIA,DRA. FERNANDA,32107371,172.22.17.21,4000,,,XML,fs-cwb.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_CM_256_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,032004000,4000,SEND,5ff2c460-f78f-429e-9646-39df13e4b165,DRA. FERNANDA,32107371,DRA. FERNANDA,32107371,172.22.17.21,4000,XML,fs-cwb.tjpr.jus.br
c2cb3282-615f-4df8-90bc-018199568c87,2852e0b1-7c58-4f6c-a234-619a724caab7,inbound,2024-03-19 18:08:37,1710882517,sofia/fs_profile_external/43991004488@mxone-cwb-lim01-prd.tjpr.net,CS_SOFT_EXECUTE,43991004488,43991004488,192.168.32.211,2074,uuid_bridge,9e9f3ad3-f758-442a-ac1f-12f28ef66c6a,XML,fs-cwb.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_256_CM_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,00144335728715,8715,SEND,2852e0b1-7c58-4f6c-a234-619a724caab7,00144335728715,8715,43991004488,43991004488,192.168.32.211,11002074,XML,public
1b5e5d88-16bc-4479-aa81-e5a3f4514f90,9e9f3ad3-f758-442a-ac1f-12f28ef66c6a,outbound,2024-03-19 18:09:33,1710882573,sofia/fs_profile_internal/8715@172.18.175.22:12267,CS_EXCHANGE_MEDIA,43991004488,43991004488,172.16.10.91,8715,uuid_bridge,2852e0b1-7c58-4f6c-a234-619a724caab7,XML,fs-lcr43.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,00144335728715,8715,SEND,2852e0b1-7c58-4f6c-a234-619a724caab7,43991004488,43991004488,CGJ-Recepção,3025,172.16.10.91,8715,XML,fs-lcr43.tjpr.jus.br
9c79eb80-fe94-4833-a997-0b7a57cdbca6,d77996f7-f8f2-41b6-a431-2146290e45d7,inbound,2024-03-19 18:13:01,1710882781,sofia/fs_profile_external/45999092705@172.26.56.35:5060,CS_EXECUTE,45999092705,45999092705,172.26.56.35,9252,bridge,sofia/fs_profile_internal/sip:9252@172.23.136.230:12590;transport=TLS,sofia/fs_profile_internal/sip:9252@172.23.136.50:12477;transport=TLS,sofia/fs_profile_internal/sip:9252@172.23.136.229:12475;transport=TLS,XML,fs-lcr45.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,,fusionpbx,,,,ACTIVE,4533279252,9252,SEND,d77996f7-f8f2-41b6-a431-2146290e45d7,4533279252,9252,45999092705,45999092705,172.26.56.35,4533279252,XML,public
3baac72b-27a1-440e-9e85-7a4c61f4135a,422845b3-daeb-4e93-9cbc-ffb2eed8ee32,outbound,2024-03-19 18:13:01,1710882781,sofia/fs_profile_internal/9252@172.23.136.229:12475,CS_EXCHANGE_MEDIA,45999092705,45999092705,172.26.56.35,9252,,,XML,fs-lcr45.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,4533279252,9252,SEND,d77996f7-f8f2-41b6-a431-2146290e45d7,45999092705,45999092705,45999092705,45999092705,172.26.56.35,9252,XML,fs-lcr45.tjpr.jus.br
a5973739-a31c-4000-855a-2fb2f264940a,94c61d5c-79e2-4e48-a013-1d153eba94e2,outbound,2024-03-19 18:13:10,1710882790,sofia/fs_profile_internal/3591@172.26.88.158:12680,CS_EXCHANGE_MEDIA,41999512253,41999512253,192.168.32.211,3591,,,XML,fs-cwb.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,11003591,3591,SEND,f47f8358-b70e-4350-85c0-a72f351e91a4,41999512253,41999512253,41999512253,41999512253,192.168.32.211,3591,XML,fs-cwb.tjpr.jus.br
7a28dd90-ff76-49c3-9522-e87d85cac742,f47f8358-b70e-4350-85c0-a72f351e91a4,inbound,2024-03-19 18:13:10,1710882790,sofia/fs_profile_external/41999512253@mxone-cwb-lim01-prd.tjpr.net,CS_EXECUTE,41999512253,41999512253,192.168.32.211,3591,bridge,sofia/fs_profile_internal/sip:3591@172.26.88.158:12680;transport=TLS,XML,fs-cwb.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_256_CM_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,11003591,3591,SEND,f47f8358-b70e-4350-85c0-a72f351e91a4,11003591,3591,41999512253,41999512253,192.168.32.211,11003591,XML,public
3a3c358d-c5b7-4dff-b104-a43bc097f169,465e2ec6-fd0b-4b47-a2db-0e7eaa9f3819,outbound,2024-03-19 18:14:10,1710882850,sofia/fs_profile_internal/2187@172.26.1.7:12254,CS_EXCHANGE_MEDIA,2011,32002011,172.26.88.51,2187,,,XML,fs-cwb.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,,,,ACTIVE,2187,2187,SEND,48b3197c-7d5c-400f-97b2-bb2948a0c72e,2011,32002011,2011,32002011,172.26.88.51,2187,XML,fs-cwb.tjpr.jus.br
4e8f974a-7665-4ef2-817d-ce4baa90628f,48b3197c-7d5c-400f-97b2-bb2948a0c72e,inbound,2024-03-19 18:14:10,1710882850,sofia/fs_profile_internal/2011@fs-cwb.tjpr.jus.br:5061,CS_EXECUTE,2011,2011,172.26.88.51,2187,bridge,sofia/fs_profile_internal/sip:2187@172.26.1.7:12254;transport=TLS,XML,fs-cwb.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,2011@fs-cwb.tjpr.jus.br,,,ACTIVE,2187,2187,SEND,48b3197c-7d5c-400f-97b2-bb2948a0c72e,2187,2187,2011,2011,172.26.88.51,2187,XML,fs-cwb.tjpr.jus.br
ef5d5a05-b946-448a-887b-07e4cf02694c,faefbc56-d653-4ef9-8745-574e01f1b4af,inbound,2024-03-19 18:14:21,1710882861,sofia/fs_profile_external/44999691026@172.26.48.35:5060,CS_EXECUTE,44999691026,44999691026,172.26.48.35,7500,ivr,d5ecc699-4a83-4674-8610-93d2f719a4bb,XML,fs-lcr44.tjpr.jus.br,PCMA,8000,64000,PCMA,8000,64000,srtp:sdes:AES_CM_128_HMAC_SHA1_80,fusionpbx,7500@fs-lcr44.tjpr.jus.br,,,ACTIVE,,,,,,,44999691026,44999691026,172.26.48.35,4432597500,XML,public
f3628702-d437-4c4a-b284-ab4e82737d13,92be5cab-f6c0-4122-b18c-ad2ebfd508f4,inbound,2024-03-19 18:14:30,1710882870,sofia/fs_profile_internal/6474@fs-lcr46.tjpr.jus.br:5061,CS_EXECUTE,6474,6474,172.24.22.118,0991292979,bridge,sofia/gateway/2cf0ad21-bfce-4c97-a1d6-db189b739d31/991292979,XML,fs-lcr46.tjpr.jus.br,PCMU,8000,64000,PCMU,8000,64000,,fusionpbx,6474@fs-lcr46.tjpr.jus.br,,fs-lcr46.tjpr.jus.br,RINGING,,,,,,,6474,6474,172.24.22.118,0991292979,XML,fs-lcr46.tjpr.jus.br
a42496e6-31a5-444e-a3d8-de6fb5c0dbb8,897b9416-0351-4cc2-a7c7-cd5cd4de072e,outbound,2024-03-19 18:14:30,1710882870,sofia/fs_profile_external/991292979,CS_CONSUME_MEDIA,6474,39056474,172.24.22.118,991292979,,,XML,fs-lcr46.tjpr.jus.br,,,,,,,,fusionpbx,,,,DOWN,0991292979,991292979,,92be5cab-f6c0-4122-b18c-ad2ebfd508f4,,,6474,39056474,172.24.22.118,991292979,XML,fs-lcr46.tjpr.jus.br

25 total.

